"Make","Model","Vehicle Class","Engine Size(L)","Cylinders","Transmission","Fuel Type","Fuel Consumption City (L/100 km)","Fuel Consumption Hwy (L/100 km)","Fuel Consumption Comb (L/100 km)","Fuel Consumption Comb (mpg)","CO2 Emissions(g/km)","Date"
"FORD","EXPLORER FFV AWD","SUV - STANDARD","3.5","6","AS6","X","14.2","10.3","12.5","23","288","5/28/2016"
"FORD","EXPLORER FFV AWD","SUV - STANDARD","3.5","6","AS6","E","19.2","14.1","16.9","17","270","12/21/2018"
"FORD","F-150","PICKUP TRUCK - STANDARD","2.7","6","AS6","X","12.2","9.2","10.8","26","248","11/21/2014"
"FORD","F-150","PICKUP TRUCK - STANDARD","3.5","6","AS6","X","13.7","9.9","12","24","276","12/17/2013"
"FORD","F-150 FFV","PICKUP TRUCK - STANDARD","3.5","6","A6","X","13.2","9.6","11.5","25","264","12/2/2021"
"FORD","F-150 FFV","PICKUP TRUCK - STANDARD","3.5","6","A6","E","17.9","13","15.7","18","251","1/17/2019"
"FORD","F-150 FFV","PICKUP TRUCK - STANDARD","5","8","AS6","X","15.5","10.6","13.3","21","306","12/27/2019"
"FORD","F-150 FFV","PICKUP TRUCK - STANDARD","5","8","AS6","E","20.7","14.3","17.9","16","286","1/1/2019"
"FORD","F-150 4X4","PICKUP TRUCK - STANDARD","2.7","6","AS6","X","13.3","10.4","12","24","276","12/1/2012"
"FORD","F-150 4X4","PICKUP TRUCK - STANDARD","3.5","6","AS6","X","14.2","10.4","12.5","23","288","5/1/2014"
"FORD","F-150 FFV 4X4","PICKUP TRUCK - STANDARD","3.5","6","A6","X","13.9","10.5","12.4","23","285","5/25/2016"
"FORD","F-150 FFV 4X4","PICKUP TRUCK - STANDARD","3.5","6","A6","E","18.9","14.2","16.8","17","269","11/29/2014"
"FORD","F-150 FFV 4X4","PICKUP TRUCK - STANDARD","5","8","AS6","X","16","11.3","13.9","20","320","12/25/2012"
"FORD","F-150 FFV 4X4","PICKUP TRUCK - STANDARD","5","8","AS6","E","21.7","15.1","18.7","15","299","6/21/2011"
"FORD","FIESTA","SUBCOMPACT","1.6","4","AS6","X","8.7","6.4","7.6","37","175","5/6/2017"
"FORD","FIESTA","SUBCOMPACT","1.6","4","M5","X","8.5","6.5","7.6","37","175","1/6/2019"
"FORD","FIESTA SFE","SUBCOMPACT","1","3","M5","X","7.5","5.5","6.6","43","152","1/13/2019"
"FORD","FIESTA SFE","SUBCOMPACT","1.6","4","AS6","X","8.4","6.2","7.4","38","170","1/24/2015"
"FORD","FIESTA ST","SUBCOMPACT","1.6","4","M6","X","8.9","6.8","8","35","184","5/1/2013"
"FORD","FLEX","SUV - STANDARD","3.5","6","AS6","X","13.3","9.5","11.6","24","267","3/26/2016"
"FORD","FLEX AWD","SUV - STANDARD","3.5","6","AS6","X","13.7","10.1","12.1","23","278","1/20/2019"
"FORD","FLEX AWD (EcoBoost)","SUV - STANDARD","3.5","6","AS6","X","14.6","10.4","12.8","22","294","7/31/2020"
"FORD","FOCUS","COMPACT","1","3","M6","X","8.1","5.9","7.1","40","163","10/16/2012"
"FORD","FOCUS","COMPACT","2","4","M6","X","10.2","7.3","8.9","32","205","8/24/2014"
"FORD","FOCUS FFV","COMPACT","2","4","AM6","X","8.9","6.2","7.7","37","177","5/1/2018"
"FORD","FOCUS FFV","COMPACT","2","4","AM6","E","11.9","8.5","10.4","27","166","8/6/2015"
"FORD","FOCUS FFV","COMPACT","2","4","AS6","X","9.1","6.3","7.8","36","179","10/23/2011"
"FORD","FOCUS FFV","COMPACT","2","4","AS6","E","12.2","8.6","10.6","27","170","6/17/2014"
"FORD","FOCUS FFV","COMPACT","2","4","M5","X","9.3","6.7","8.1","35","186","2/3/2017"
"FORD","FOCUS FFV","COMPACT","2","4","M5","E","12.4","9.1","10.9","26","174","9/26/2011"
"FORD","FUSION","MID-SIZE","1.5","4","AS6","X","9.9","6.5","8.4","34","193","2/23/2017"
"FORD","FUSION (Start/Stop)","MID-SIZE","1.5","4","AS6","X","9.4","6.3","8","35","184","7/31/2015"
"FORD","FUSION","MID-SIZE","2","4","AS6","X","10.5","7","8.9","32","205","9/13/2020"
"FORD","FUSION","MID-SIZE","2.5","4","AS6","X","10.6","7","8.9","32","205","7/20/2017"
"FORD","FUSION AWD","MID-SIZE","2","4","AS6","X","10.8","7.5","9.3","30","214","12/11/2020"
"FORD","FUSION HYBRID","MID-SIZE","2","4","AV","X","5.4","5.8","5.5","51","126","10/21/2019"
"FORD","MUSTANG","SUBCOMPACT","2.3","4","AS6","X","11","7.4","9.4","30","216","6/27/2018"
"FORD","MUSTANG","SUBCOMPACT","2.3","4","M6","X","10.6","7.5","9.2","31","212","10/6/2011"
"FORD","MUSTANG","SUBCOMPACT","3.7","6","AS6","X","12.6","8.5","10.7","26","246","6/9/2011"
"FORD","MUSTANG","SUBCOMPACT","3.7","6","M6","X","13.5","8.3","11.2","25","258","5/4/2015"
"FORD","MUSTANG","SUBCOMPACT","5","8","AS6","X","14.9","9.5","12.4","23","285","6/17/2018"
"FORD","MUSTANG","SUBCOMPACT","5","8","M6","X","15.2","9.3","12.5","23","288","10/13/2020"
"FORD","MUSTANG CONVERTIBLE","SUBCOMPACT","2.3","4","AS6","X","11.6","7.9","9.9","29","228","6/2/2020"
"FORD","MUSTANG CONVERTIBLE","SUBCOMPACT","5","8","AS6","X","15.4","10","13","22","299","7/15/2011"
"FORD","T-150 WAGON","VAN - PASSENGER","3.5","6","AS6","X","16.6","12.5","14.7","19","338","12/22/2014"
"FORD","T-150 WAGON FFV","VAN - PASSENGER","3.7","6","AS6","X","16.6","12.6","14.8","19","340","10/12/2012"
"FORD","T-150 WAGON FFV","VAN - PASSENGER","3.7","6","AS6","E","22.1","16.7","19.7","14","315","12/9/2017"
"FORD","TAURUS","FULL-SIZE","2","4","AS6","X","10.5","7.4","9.1","31","209","10/6/2020"
"FORD","TAURUS AWD","FULL-SIZE","3.5","6","AS6","X","13.9","9.5","11.9","24","274","11/26/2015"
"FORD","TAURUS FFV","FULL-SIZE","3.5","6","AS6","X","12.2","8.2","10.4","27","239","4/11/2017"
"FORD","TAURUS FFV","FULL-SIZE","3.5","6","AS6","E","17.4","11.3","14.7","19","235","11/19/2018"
"FORD","TAURUS FFV AWD","FULL-SIZE","3.5","6","AS6","X","13","9.1","11.3","25","260","12/14/2017"
"FORD","TAURUS FFV AWD","FULL-SIZE","3.5","6","AS6","E","18.8","12.6","16","18","256","1/25/2020"
"FORD","TRANSIT CONNECT VAN","SPECIAL PURPOSE VEHICLE","1.6","4","AS6","X","10.6","7.9","9.4","30","216","9/8/2015"
"FORD","TRANSIT CONNECT VAN","SPECIAL PURPOSE VEHICLE","2.5","4","AS6","X","11.3","8.2","9.9","29","228","7/26/2017"
"FORD","TRANSIT CONNECT WAGON","SPECIAL PURPOSE VEHICLE","2.5","4","AS6","X","11.7","8.4","10.2","28","235","3/24/2018"
"FORD","TRANSIT CONNECT WAGON TAXI","SPECIAL PURPOSE VEHICLE","2.5","4","AS6","X","12","8.5","10.4","27","239","5/21/2014"
"GMC","ACADIA","SUV - STANDARD","3.6","6","A6","X","14.2","9.9","12.3","23","283","10/25/2018"
"GMC","ACADIA AWD","SUV - STANDARD","3.6","6","A6","X","14.6","10.2","12.6","22","290","1/31/2020"
"GMC","CANYON","PICKUP TRUCK - SMALL","2.5","4","A6","X","11.9","8.8","10.5","27","242","12/1/2021"
"GMC","CANYON","PICKUP TRUCK - SMALL","2.5","4","M6","X","12.2","9.1","10.8","26","248","2/28/2012"
"GMC","CANYON","PICKUP TRUCK - SMALL","3.6","6","A6","X","13","9.2","11.3","25","260","7/24/2017"
"GMC","CANYON 4WD","PICKUP TRUCK - SMALL","2.5","4","A6","X","12.7","9.5","11.3","25","260","3/23/2014"
"GMC","CANYON 4WD","PICKUP TRUCK - SMALL","3.6","6","A6","X","13.5","9.8","11.8","24","271","7/8/2011"
"GMC","SAVANA 2500 PASSENGER","VAN - PASSENGER","4.8","8","A6","X","21","14.2","18","16","414","11/25/2012"
"GMC","SAVANA 2500 PASSENGER","VAN - PASSENGER","6","8","A6","X","22","14.9","18.8","15","432","2/6/2019"
"GMC","SAVANA 2500 PASSENGER FFV","VAN - PASSENGER","6","8","A6","X","22","14.9","18.8","15","432","3/17/2015"
"GMC","SAVANA 2500 PASSENGER FFV","VAN - PASSENGER","6","8","A6","E","30.3","20.5","25.9","11","414","9/13/2014"
"GMC","SAVANA 3500 PASSENGER","VAN - PASSENGER","4.8","8","A6","X","21.3","14.3","18.1","16","416","8/10/2017"
"GMC","SAVANA 3500 PASSENGER","VAN - PASSENGER","6","8","A6","X","22.2","15.1","19","15","437","5/16/2011"
"GMC","SAVANA 3500 PASSENGER FFV","VAN - PASSENGER","6","8","A6","X","22.2","15.1","19","15","437","8/27/2012"
"GMC","SAVANA 3500 PASSENGER FFV","VAN - PASSENGER","6","8","A6","E","30.6","20.6","26.1","11","418","5/30/2017"
"GMC","SIERRA","PICKUP TRUCK - STANDARD","4.3","6","A6","X","13.4","9.9","11.9","24","274","10/18/2019"
"GMC","SIERRA","PICKUP TRUCK - STANDARD","4.3","6","A6","E","19.3","14.3","17.1","17","274","7/7/2014"
"GMC","SIERRA","PICKUP TRUCK - STANDARD","5.3","8","A6","X","14.6","10.3","12.7","22","292","7/5/2012"
"GMC","SIERRA","PICKUP TRUCK - STANDARD","5.3","8","A6","E","19.9","13.8","17.2","16","275","3/21/2021"
"GMC","SIERRA","PICKUP TRUCK - STANDARD","6.2","8","A8","Z","16.1","11.4","14","20","322","7/14/2012"
"GMC","SIERRA 4WD","PICKUP TRUCK - STANDARD","4.3","6","A6","X","14.1","10.6","12.5","23","288","5/7/2016"
"GMC","SIERRA 4WD","PICKUP TRUCK - STANDARD","4.3","6","A6","E","20.3","15.2","18","16","288","5/20/2018"
"GMC","SIERRA 4WD","PICKUP TRUCK - STANDARD","5.3","8","A6","X","14.9","10.7","13","22","299","12/2/2021"
"GMC","SIERRA 4WD","PICKUP TRUCK - STANDARD","5.3","8","A6","E","20.2","14.3","17.5","16","280","8/12/2014"
"GMC","SIERRA 4WD","PICKUP TRUCK - STANDARD","6.2","8","A8","Z","16.3","11.6","14.2","20","327","4/22/2019"
"GMC","TERRAIN","SUV - SMALL","2.4","4","A6","X","10.5","7.3","9.1","31","209","6/29/2020"
"GMC","TERRAIN FFV","SUV - SMALL","2.4","4","A6","X","10.5","7.3","9.1","31","209","12/12/2011"
"GMC","TERRAIN FFV","SUV - SMALL","2.4","4","A6","E","15.6","10.8","13.4","21","214","7/19/2012"
"GMC","TERRAIN","SUV - SMALL","3.6","6","A6","X","14.2","9.5","12.1","23","278","4/4/2017"
"GMC","TERRAIN AWD","SUV - SMALL","2.4","4","A6","X","11.5","8.2","10","28","230","10/13/2016"
"GMC","TERRAIN AWD","SUV - SMALL","3.6","6","A6","X","14.8","9.9","12.6","22","290","6/28/2012"
"GMC","YUKON","SUV - STANDARD","5.3","8","A6","X","14.9","10.1","12.7","22","292","9/7/2018"
"GMC","YUKON","SUV - STANDARD","5.3","8","A6","E","20.2","13.6","17.2","16","275","7/21/2013"
"GMC","YUKON 4WD","SUV - STANDARD","5.3","8","A6","X","15.1","10.4","13","22","299","1/30/2018"
"GMC","YUKON 4WD","SUV - STANDARD","5.3","8","A6","E","20.5","14","17.6","16","282","12/6/2015"
"GMC","YUKON DENALI 4WD","SUV - STANDARD","6.2","8","A6","Z","16.2","11.4","14","20","322","1/26/2020"
"GMC","YUKON DENALI 4WD","SUV - STANDARD","6.2","8","A8","Z","15.9","11.1","13.8","20","317","8/7/2014"
"GMC","YUKON XL","SUV - STANDARD","5.3","8","A6","X","14.9","10.1","12.7","22","292","11/10/2019"
"GMC","YUKON XL","SUV - STANDARD","5.3","8","A6","E","20.2","13.6","17.2","16","275","6/7/2017"
"GMC","YUKON XL 4WD","SUV - STANDARD","5.3","8","A6","X","15.4","10.8","13.3","21","306","9/25/2013"
"GMC","YUKON XL 4WD","SUV - STANDARD","5.3","8","A6","E","22.1","15.4","19.1","15","306","12/14/2011"
"GMC","YUKON XL DENALI 4WD","SUV - STANDARD","6.2","8","A6","Z","16.8","11.7","14.5","19","334","2/2/2014"
"GMC","YUKON XL DENALI 4WD","SUV - STANDARD","6.2","8","A8","Z","16.4","11.7","14.3","20","329","10/24/2013"
"HONDA","ACCORD","MID-SIZE","2.4","4","AV","X","8.8","6.5","7.8","36","179","4/11/2013"
"HONDA","ACCORD","MID-SIZE","2.4","4","AV7","X","9","6.7","8","35","184","5/30/2014"
"HONDA","ACCORD","MID-SIZE","2.4","4","M6","X","10.1","6.9","8.7","32","200","10/3/2020"
"HONDA","ACCORD","MID-SIZE","3.5","6","A6","X","11","6.8","9.1","31","209","1/13/2013"
"HONDA","ACCORD","MID-SIZE","3.5","6","AS6","X","11.4","7.3","9.5","30","219","12/31/2012"
"HONDA","ACCORD","MID-SIZE","3.5","6","M6","X","13","8.4","10.9","26","251","7/9/2016"
"HONDA","ACCORD HYBRID","MID-SIZE","2","4","AV","X","4.7","5.3","5","56","115","6/19/2018"
"HONDA","CIVIC","COMPACT","1.8","4","AV","X","7.9","6.1","7.1","40","163","11/22/2015"
"HONDA","CIVIC","COMPACT","1.8","4","AV7","X","8.1","6.2","7.2","39","166","10/12/2018"
"HONDA","CIVIC","COMPACT","1.8","4","M5","X","8.6","6.6","7.7","37","177","3/3/2012"
"HONDA","CIVIC Si","COMPACT","2.4","4","M6","Z","10.8","7.6","9.4","30","216","1/24/2019"
"HONDA","CIVIC HYBRID","COMPACT","1.5","4","AV","X","5.3","5","5.2","54","120","7/14/2016"
"HONDA","CR-V","SUV - SMALL","2.4","4","AV","X","8.6","6.9","7.8","36","179","1/21/2019"
"HONDA","CR-V AWD","SUV - SMALL","2.4","4","AV","X","9.1","7.2","8.3","34","191","4/15/2014"
"HONDA","CR-Z","TWO-SEATER","1.5","4","AV7","X","6.6","6","6.3","45","145","6/15/2020"
"HONDA","CR-Z","TWO-SEATER","1.5","4","M6","X","7.6","6.1","6.9","41","159","9/14/2020"
"HONDA","FIT","STATION WAGON - SMALL","1.5","4","AV","X","7","5.7","6.4","44","147","8/11/2018"
"HONDA","FIT","STATION WAGON - SMALL","1.5","4","AV7","X","7.3","6.1","6.8","42","156","9/21/2016"
"HONDA","FIT","STATION WAGON - SMALL","1.5","4","M6","X","8.1","6.4","7.3","39","168","12/15/2019"
"HONDA","ODYSSEY","MINIVAN","3.5","6","A6","X","12.3","8.5","10.6","27","244","11/22/2011"
"HONDA","PILOT","SUV - SMALL","3.5","6","A5","X","13.3","9.3","11.5","25","264","3/31/2012"
"HONDA","PILOT 4WD","SUV - SMALL","3.5","6","A5","X","13.8","9.7","12","24","276","7/31/2013"
"HYUNDAI","ACCENT","COMPACT","1.6","4","AS6","X","8.9","6.3","7.7","37","177","4/24/2016"
"HYUNDAI","ACCENT","COMPACT","1.6","4","M6","X","8.7","6.3","7.6","37","175","1/11/2014"
"HYUNDAI","ELANTRA","MID-SIZE","1.8","4","AS6","X","8.5","6.3","7.5","38","172","12/23/2014"
"HYUNDAI","ELANTRA","MID-SIZE","1.8","4","M6","X","8.8","6.4","7.7","37","177","8/15/2014"
"HYUNDAI","ELANTRA","MID-SIZE","2","4","AS6","X","9.7","6.7","8.3","34","191","4/5/2013"
"HYUNDAI","ELANTRA","MID-SIZE","2","4","M6","X","9.8","7","8.5","33","196","5/14/2015"
"HYUNDAI","ELANTRA COUPE","MID-SIZE","2","4","AS6","X","9.6","6.8","8.3","34","191","6/7/2011"
"HYUNDAI","ELANTRA COUPE","MID-SIZE","2","4","M6","X","9.7","6.7","8.3","34","191","9/14/2018"
"HYUNDAI","ELANTRA GT","MID-SIZE","2","4","AS6","X","9.7","7.2","8.6","33","198","7/12/2020"
"HYUNDAI","ELANTRA GT","MID-SIZE","2","4","M6","X","9.8","6.9","8.5","33","196","8/4/2015"
"HYUNDAI","EQUUS","FULL-SIZE","5","8","AS8","Z","15.8","10.2","13.3","21","306","7/21/2012"
"HYUNDAI","GENESIS AWD","FULL-SIZE","3.8","6","AS8","X","14.4","9.4","12.1","23","278","2/17/2018"
"HYUNDAI","GENESIS AWD","FULL-SIZE","5","8","AS8","Z","17.3","10.5","14.2","20","327","9/2/2018"
"HYUNDAI","GENESIS COUPE","SUBCOMPACT","3.8","6","AS8","Z","14.6","9.6","12.3","23","283","2/12/2018"
"HYUNDAI","GENESIS COUPE","SUBCOMPACT","3.8","6","M6","Z","14.4","9.9","12.4","23","285","9/5/2011"
"HYUNDAI","SANTA FE","SUV - SMALL","3.3","6","AS6","X","12.9","9.4","11.3","25","260","2/16/2018"
"HYUNDAI","SANTA FE AWD","SUV - SMALL","3.3","6","AS6","X","13","9.7","11.5","25","264","1/6/2019"
"HYUNDAI","SANTA FE SPORT","SUV - SMALL","2.4","4","AS6","X","11.7","8.7","10.3","27","237","3/3/2020"
"HYUNDAI","SANTA FE SPORT AWD","SUV - SMALL","2","4","AS6","X","12.9","9.8","11.5","25","264","4/14/2020"
"HYUNDAI","SANTA FE SPORT AWD","SUV - SMALL","2.4","4","AS6","X","12.5","9.3","11.1","25","255","2/1/2018"
"HYUNDAI","SANTA FE ULTIMATE AWD","SUV - SMALL","3.3","6","AS6","X","13.9","10.8","12.5","23","287","11/29/2012"
"HYUNDAI","SONATA","FULL-SIZE","2","4","AS6","X","10.4","7.4","9.1","31","209","11/4/2013"
"HYUNDAI","SONATA","FULL-SIZE","2.4","4","AS6","X","9.8","6.7","8.4","34","193","9/6/2013"
"HYUNDAI","SONATA SPORT/LIMITED","FULL-SIZE","2.4","4","AS6","X","9.8","6.7","8.4","34","193","9/16/2019"
"HYUNDAI","SONATA HYBRID","MID-SIZE","2.4","4","AS6","X","6.6","5.9","6.3","45","145","11/6/2011"
"HYUNDAI","SONATA HYBRID LIMITED","MID-SIZE","2.4","4","AS6","X","6.6","5.9","6.3","45","145","2/4/2015"
"HYUNDAI","TUCSON","SUV - SMALL","2","4","AS6","X","10.2","8.2","9.3","30","214","10/5/2012"
"HYUNDAI","TUCSON","SUV - SMALL","2","4","M6","X","11.4","8.5","10.1","28","232","6/12/2020"
"HYUNDAI","TUCSON","SUV - SMALL","2.4","4","AS6","X","11.3","8.3","10","28","230","1/29/2017"
"HYUNDAI","TUCSON AWD","SUV - SMALL","2","4","AS6","X","11.4","9.3","10.4","27","239","5/24/2014"
"HYUNDAI","TUCSON AWD","SUV - SMALL","2.4","4","AS6","X","11.6","9.3","10.6","27","244","5/25/2018"
"HYUNDAI","VELOSTER","COMPACT","1.6","4","AM6","X","8.6","6.6","7.7","37","177","11/28/2011"
"HYUNDAI","VELOSTER","COMPACT","1.6","4","M6","X","9","6.7","8","35","184","11/27/2011"
"HYUNDAI","VELOSTER TURBO","COMPACT","1.6","4","AS6","X","9.9","7.6","8.8","32","202","8/3/2015"
"HYUNDAI","VELOSTER TURBO","COMPACT","1.6","4","M6","X","9.7","7","8.5","33","196","9/2/2013"
"INFINITI","Q50","MID-SIZE","3.7","6","AS7","Z","12","8.1","10.3","27","237","8/4/2015"
"INFINITI","Q50 AWD","MID-SIZE","3.7","6","AS7","Z","12.5","8.7","10.8","26","248","8/19/2012"
"INFINITI","Q50 HYBRID","COMPACT","3.5","6","AS7","Z","8.2","6.7","7.5","38","172","8/10/2018"
"INFINITI","Q50 HYBRID AWD","COMPACT","3.5","6","AS7","Z","8.7","7.5","8.2","34","189","10/26/2013"
"INFINITI","Q60","SUBCOMPACT","3.7","6","AS7","Z","12.4","8.7","10.7","26","246","4/25/2015"
"INFINITI","Q60","SUBCOMPACT","3.7","6","M6","Z","13.6","9.3","11.6","24","267","7/2/2014"
"INFINITI","Q60 AWD","SUBCOMPACT","3.7","6","AS7","Z","13.3","9.4","11.5","25","264","7/23/2015"
"INFINITI","Q60 CONVERTIBLE","SUBCOMPACT","3.7","6","AS7","Z","13.6","9.3","11.7","24","269","7/7/2019"
"INFINITI","Q60 CONVERTIBLE","SUBCOMPACT","3.7","6","M6","Z","14.3","9.8","12.3","23","283","4/9/2017"
"INFINITI","Q70","MID-SIZE","3.7","6","AS7","Z","12.8","8.9","11","26","253","4/1/2016"
"INFINITI","Q70","MID-SIZE","5.6","8","AS7","Z","14.8","9.5","12.4","23","285","10/31/2017"
"INFINITI","Q70 AWD","MID-SIZE","3.7","6","AS7","Z","13.2","9.6","11.6","24","267","7/29/2018"
"INFINITI","Q70 AWD","MID-SIZE","5.6","8","AS7","Z","15","10.2","12.9","22","297","9/18/2019"
"INFINITI","Q70 HYBRID","MID-SIZE","3.5","6","AS7","Z","8","6.9","7.5","38","172","8/20/2014"
"INFINITI","QX50 AWD","STATION WAGON - SMALL","3.7","6","AS7","Z","13.7","9.7","11.9","24","274","3/11/2012"
"INFINITI","QX60","SUV - SMALL","3.5","6","AV7","Z","11.4","8.5","10.1","28","232","3/1/2016"
"INFINITI","QX60 AWD","SUV - SMALL","3.5","6","AV7","Z","12.2","8.9","10.7","26","246","6/23/2017"
"INFINITI","QX60 HYBRID AWD","SUV - STANDARD","2.5","4","AV7","X","8.9","8.4","8.7","32","200","7/19/2018"
"INFINITI","QX70 AWD","SUV - SMALL","3.7","6","AS7","Z","14.6","10.7","12.8","22","294","11/23/2012"
"INFINITI","QX80 4WD","SUV - STANDARD","5.6","8","AS7","Z","16.9","11.9","14.7","19","338","1/14/2021"
"JAGUAR","F-TYPE CONVERTIBLE","TWO-SEATER","3","6","AS8","Z","11.8","8.4","10.3","27","237","7/22/2012"
"JAGUAR","F-TYPE COUPE","TWO-SEATER","3","6","AS8","Z","11.8","8.4","10.3","27","237","9/2/2014"
"JAGUAR","F-TYPE S CONVERTIBLE","TWO-SEATER","3","6","AS8","Z","12.2","8.7","10.6","27","244","8/3/2014"
"JAGUAR","F-TYPE S COUPE","TWO-SEATER","3","6","AS8","Z","12.2","8.7","10.6","27","244","4/14/2014"
"JAGUAR","F-TYPE V8 R COUPE","TWO-SEATER","5","8","AS8","Z","15","10.2","12.8","22","294","8/3/2012"
"JAGUAR","F-TYPE V8 S CONVERTIBLE","TWO-SEATER","5","8","AS8","Z","15","10.2","12.8","22","294","1/4/2016"
"JAGUAR","XF","MID-SIZE","2","4","AS8","Z","12.3","8.2","10.5","27","242","6/30/2015"
"JAGUAR","XF AWD","MID-SIZE","3","6","AS8","Z","13.9","8.8","11.6","24","267","8/7/2011"
"JAGUAR","XFR","MID-SIZE","5","8","AS8","Z","15.7","10.3","13.2","21","304","10/11/2013"
"JAGUAR","XFR","MID-SIZE","5","8","AS8","E","21.3","14.1","18.1","16","290","10/20/2011"
"JAGUAR","XFR-S","MID-SIZE","5","8","AS8","Z","15.7","10.3","13.2","21","304","1/3/2016"
"JAGUAR","XJ AWD","FULL-SIZE","3","6","AS8","Z","14.6","9.6","12.4","23","285","3/22/2012"
"JAGUAR","XJ SUPERCHARGED","FULL-SIZE","5","8","AS8","Z","15.8","10.2","13.3","21","306","1/17/2021"
"JAGUAR","XJ SUPERCHARGED","FULL-SIZE","5","8","AS8","E","20.6","13.6","17.5","16","280","10/20/2016"
"JAGUAR","XJL AWD PORTFOLIO","FULL-SIZE","3","6","AS8","Z","14.7","9.6","12.5","23","288","10/4/2016"
"JAGUAR","XJL SUPERCHARGED","FULL-SIZE","5","8","AS8","Z","15.8","10.2","13.3","21","306","2/8/2012"
"JAGUAR","XJL SUPERCHARGED","FULL-SIZE","5","8","AS8","E","20.6","13.6","17.5","16","280","5/23/2015"
"JAGUAR","XJR","FULL-SIZE","5","8","AS8","Z","15.8","10.2","13.3","21","306","1/9/2014"
"JAGUAR","XJR LWB","FULL-SIZE","5","8","AS8","Z","15.8","10.2","13.3","21","306","10/1/2012"
"JAGUAR","XKR CONVERTIBLE","MINICOMPACT","5","8","AS6","Z","15.9","10.9","13.6","21","313","10/26/2020"
"JAGUAR","XKR COUPE","MINICOMPACT","5","8","AS6","Z","15.6","10.9","13.4","21","308","7/26/2018"
"JAGUAR","XKR-S CONVERTIBLE","MINICOMPACT","5","8","AS6","Z","15.9","10.9","13.6","21","313","8/16/2015"
"JAGUAR","XKR-S COUPE","MINICOMPACT","5","8","AS6","Z","15.6","10.9","13.4","21","308","5/12/2019"
"JEEP","CHEROKEE","SUV - SMALL","2.4","4","A9","X","10.9","7.7","9.5","30","218","11/8/2020"
"JEEP","CHEROKEE FFV","SUV - SMALL","2.4","4","A9","X","10.9","7.7","9.5","30","218","1/1/2020"
"JEEP","CHEROKEE FFV","SUV - SMALL","2.4","4","A9","E","15.2","10.2","12.9","22","206","3/4/2014"
"JEEP","CHEROKEE","SUV - SMALL","3.2","6","A9","X","11.4","8.1","9.9","29","228","12/26/2018"
"JEEP","CHEROKEE 4X4","SUV - SMALL","2.4","4","A9","X","11.3","8.3","10","28","230","3/26/2018"
"JEEP","CHEROKEE 4X4 FFV","SUV - SMALL","2.4","4","A9","X","11.3","8.3","10","28","230","10/25/2013"
"JEEP","CHEROKEE 4X4 FFV","SUV - SMALL","2.4","4","A9","E","15.9","11","13.7","21","219","5/9/2015"
"JEEP","CHEROKEE 4X4","SUV - SMALL","3.2","6","A9","X","11.6","8.5","10.2","28","235","11/25/2016"
"JEEP","CHEROKEE 4X4 ACTIVE DRIVE II","SUV - SMALL","2.4","4","A9","X","11.4","8.6","10.1","28","232","10/15/2015"
"JEEP","CHEROKEE 4X4 ACTIVE DRIVE II","SUV - SMALL","3.2","6","A9","X","12.6","8.9","10.9","26","251","4/4/2018"
"JEEP","CHEROKEE TRAILHAWK 4X4","SUV - SMALL","2.4","4","A9","X","12.1","9.4","10.9","26","251","9/18/2014"
"JEEP","CHEROKEE TRAILHAWK 4X4","SUV - SMALL","3.2","6","A9","X","12.2","9","10.8","26","248","1/16/2012"
"JEEP","COMPASS","SUV - SMALL","2","4","AV","X","10.7","8.8","9.9","29","228","2/13/2015"
"JEEP","COMPASS","SUV - SMALL","2","4","M5","X","10.2","7.8","9.2","31","212","10/7/2013"
"JEEP","COMPASS","SUV - SMALL","2.4","4","A6","X","11.2","8.6","10","28","230","1/12/2018"
"JEEP","COMPASS","SUV - SMALL","2.4","4","M5","X","10.2","8.2","9.3","30","214","12/19/2019"
"JEEP","COMPASS 4X4","SUV - SMALL","2.4","4","A6","X","11.4","8.7","10.2","28","235","12/7/2015"
"JEEP","COMPASS 4X4","SUV - SMALL","2.4","4","M5","X","10.6","8.6","9.7","29","223","3/10/2014"
"JEEP","COMPASS 4X4 TRAIL RATED","SUV - SMALL","2.4","4","AV","X","11.7","10.3","11.1","25","255","10/13/2012"
"JEEP","GRAND CHEROKEE 4X4 DIESEL","SUV - STANDARD","3","6","A8","D","11.2","8.4","9.9","29","267","5/1/2016"
"JEEP","GRAND CHEROKEE 4X4 FFV","SUV - STANDARD","3.6","6","A8","X","13.9","9.8","12.1","23","278","10/5/2011"
"JEEP","GRAND CHEROKEE 4X4 FFV","SUV - STANDARD","3.6","6","A8","E","17.7","13","15.6","18","250","8/13/2014"
"JEEP","GRAND CHEROKEE 4X4 (MDS)","SUV - STANDARD","5.7","8","A8","X","17.3","11.5","14.7","19","338","10/10/2019"
"JEEP","GRAND CHEROKEE SRT 4X4 (MDS)","SUV - STANDARD","6.4","8","A8","Z","18.5","12.6","15.8","18","363","2/16/2018"
"JEEP","PATRIOT","SUV - SMALL","2","4","AV","X","10.7","8.8","9.9","29","228","6/23/2011"
"JEEP","PATRIOT","SUV - SMALL","2","4","M5","X","10.2","7.8","9.2","31","212","10/24/2019"
"JEEP","PATRIOT","SUV - SMALL","2.4","4","A6","X","11.2","8.6","10","28","230","5/18/2013"
"JEEP","PATRIOT","SUV - SMALL","2.4","4","M5","X","10.2","8.2","9.3","30","214","5/11/2018"
